"paint_id","brand","line","name","url_column","current_url","current_http_status","current_check_method","current_error","suggested_url","suggested_http_status","suggested_check_method","update_status","update_error"
"a33b4724-cc4b-4eda-860e-f5dbc7249abd","Vallejo","Model Air","Dark Green","swatch_image_url","https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/model_air/71_012_dark_green.png","200","HEAD","","","","","not-applied",""
"9dcbf0cf-4753-4d5b-8db5-d4ee917ed649","Vallejo","Model Air","Dark Green RLM71","swatch_image_url","https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/model_air/71_015_dark_green_rlm71.png","200","HEAD","","","","","not-applied",""
"e4c739c2-7ddc-4ed8-b073-f505e9993972","Vallejo","Model Air","Dark Green RLM83","swatch_image_url","https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/model_air/71_011_dark_green_rlm83.png","200","HEAD","","","","","not-applied",""
"ba656152-aa11-4101-a5e7-934346e15cec","Vallejo","Model Air","Dark Grey Blue","swatch_image_url","https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/model_air/71_054_dark_grey_blue.png","200","HEAD","","","","","not-applied",""
"d74695a7-0d46-46a0-92c2-5a0a187303ab","Vallejo","Model Air","Dark Grey RLM42","swatch_image_url","https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/model_air/71_123_dark_grey_rlm42.png","200","HEAD","","","","","not-applied",""
"a4504d33-f856-44f0-a48d-259badd97fb2","Vallejo","Model Air","Dark Gull Gray","swatch_image_url","https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/model_air/71_277_dark_gull_gray.png","200","HEAD","","","","","not-applied",""
"cd16ffca-e138-4334-88f7-887da6c4d4f0","Vallejo","Model Air","Dark Sea Gray","swatch_image_url","https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/model_air/71_053_dark_sea_gray.png","200","HEAD","","","","","not-applied",""
"a7d9af53-7ad8-4908-bc53-77c6072158a5","Vallejo","Model Air","Dark Slate Grey","swatch_image_url","https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/model_air/71_309_dark_slate_grey.png","200","HEAD","","","","","not-applied",""
"608eca07-1bb3-4de7-98fa-7a229f8811ed","Vallejo","Model Air","Dark Yellow","swatch_image_url","https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/model_air/71_025_dark_yellow.png","200","HEAD","","","","","not-applied",""
"d5c62461-90e4-4f00-8e5b-754132139c77","Vallejo","Model Air","Deep Sky","swatch_image_url","https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/model_air/71_090_deep_sky.png","200","HEAD","","","","","not-applied",""
"fa2b1363-41b6-4613-8578-9a17b05de99f","Vallejo","Model Air","Dirt","swatch_image_url","https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/model_air/71_133_dirt.png","200","HEAD","","","","","not-applied",""
"d9ef8bfd-fd13-4433-a4be-0b5cb81d2442","Vallejo","Model Air","Dk Mediterr. Blue","swatch_image_url","https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/model_air/71_313_dk_mediterr_blue.png","200","HEAD","","","","","not-applied",""
"aa36a894-ffb3-458b-8f62-2b5f3dfaf65c","Vallejo","Model Air","Eau de Nil “D.E.G.”","swatch_image_url","https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/model_air/71_009_eau_de_nil_d_e_g.png","200","HEAD","","","","","not-applied",""
"3d3ca221-d4b1-4c7b-88e8-47ffa92c6958","Vallejo","Model Air","Engine Gray","swatch_image_url","https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/model_air/71_048_engine_gray.png","200","HEAD","","","","","not-applied",""
"1349d9b3-8975-4083-a809-8a2fd7844f61","Vallejo","Model Air","Faded P.R.U. Blue","swatch_image_url","https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/model_air/71_109_faded_p_r_u_blue.png","200","HEAD","","","","","not-applied",""
"3606a5c5-2f94-495c-be8b-39cafa30acf6","Vallejo","Model Air","Ferrari Red","swatch_image_url","https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/model_air/71_085_ferrari_red.png","200","HEAD","","","","","not-applied",""
"b2880ee6-a594-4c45-8269-1918319c6a38","Vallejo","Model Air","Fire Red","swatch_image_url","https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/model_air/71_084_fire_red.png","200","HEAD","","","","","not-applied",""
"c37df5a9-c0c2-46f8-9035-f8d50ffae509","Vallejo","Model Air","Flanker Blue","swatch_image_url","https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/model_air/71_337_flanker_blue.png","200","HEAD","","","","","not-applied",""
"fa48bc34-72ba-4adb-bb15-6e533630a651","Vallejo","Model Air","Flanker Light Blue","swatch_image_url","https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/model_air/71_334_flanker_light_blue.png","200","HEAD","","","","","not-applied",""
"4c6b9feb-bddc-41ce-9505-b0be4f7796d4","Vallejo","Model Air","Flanker Light Gray","swatch_image_url","https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/model_air/71_335_flanker_light_gray.png","200","HEAD","","","","","not-applied",""
"4c2e6665-f9c6-42b0-b59a-ea8b616512fe","Vallejo","Model Air","Fluorescent Red","swatch_image_url","https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/model_air/71_082_fluorescent_red.png","200","HEAD","","","","","not-applied",""
"18ced116-cc7a-4840-9df6-a5640ccd3b77","Vallejo","Model Air","French Blue","swatch_image_url","https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/model_air/71_088_french_blue.png","200","HEAD","","","","","not-applied",""
"740071c4-75b7-46ef-b176-aa73a78009ce","Vallejo","Model Air","Ger. Yellow Brown","swatch_image_url","https://ckzrvjisesooqcmmtvwl.supabase.co/storage/v1/object/public/paint-swatches/vallejo/model_air/71_272_ger_yellow_brown.png","200","HEAD","","","","","not-applied",""
